DateAndTime,Temperature,WindSpeed,WindDirection,BarometricPressure,Visibility,Clouds,Humidity
2000-01-04 15:00:00,-8.7,0,0,1032.5,62.0,10.0,83
2000-01-04 18:00:00,-7.2,0,0,1032.7,43.0,10.0,90
2000-01-04 21:00:00,-7.8,0,0,1033.1,45.0,10.0,90
2000-01-05 00:00:00,-9.1,0,0,1026.5,22.0,6.0,89
2000-01-05 03:00:00,-8.4,0,0,1024.7,97.0,10.0,86
2000-01-05 06:00:00,-3.7,0,0,1021.1,97.0,10.0,80
2000-01-05 09:00:00,-2.2,0,0,1018.3,97.0,9.0,81
2000-01-05 12:00:00,-2.8,0,0,1018.8,97.0,6.0,84
2000-01-05 15:00:00,-3.1,0,0,1019.2,65.0,0.0,88
2000-01-05 18:00:00,-8.7,0,0,1030.7,35.0,10.0,89
2000-01-05 21:00:00,-9.5,0,0,1028.9,22.0,10.0,88
2000-01-06 00:00:00,5.6,2,135,1016.0,67.0,0.0,52
2000-01-06 03:00:00,3.0,0,0,1016.6,98.0,1.0,61
2000-01-06 06:00:00,16.1,0,0,1011.8,98.0,0.0,27
2000-01-06 09:00:00,8.4,1,80,1013.8,97.0,10.0,58
2000-01-06 12:00:00,4.2,1,110,1015.2,98.0,10.0,80
2000-01-06 15:00:00,4.2,1,110,1015.2,70.0,4.0,77
2000-01-06 18:00:00,1.6,2,145,1017.5,67.0,10.0,85
2000-01-06 21:00:00,5.0,2,140,1016.2,66.0,0.0,53
2000-01-07 00:00:00,4.2,0,0,1016.0,65.0,10.0,93
2000-01-07 03:00:00,3.6,1,160,1018.4,97.0,10.0,97
2000-01-07 06:00:00,5.8,1,90,1016.5,97.0,10.0,86
2000-01-07 09:00:00,5.1,2,360,1015.7,97.0,10.0,83
2000-01-07 12:00:00,3.5,2,350,1015.7,97.0,10.0,91
2000-01-07 15:00:00,1.4,0,0,1014.6,36.0,10.0,96
2000-01-07 18:00:00,6.9,3,140,1014.2,65.0,9.0,54
2000-01-07 21:00:00,3.4,2,120,1015.4,67.0,10.0,75
2000-01-08 00:00:00,-3.0,0,0,1009.8,59.0,3.0,95
2000-01-08 03:00:00,-2.6,1,335,1008.2,97.0,10.0,97
2000-01-08 06:00:00,4.0,2,195,1011.0,98.0,10.0,78
2000-01-08 09:00:00,0.7,1,150,1016.1,94.0,10.0,94
2000-01-08 12:00:00,0.4,1,200,1019.9,96.0,10.0,94
2000-01-08 15:00:00,-1.4,0,0,1025.4,24.0,10.0,95
2000-01-08 18:00:00,-0.8,0,0,1012.2,1.0,10.0,98
2000-01-08 21:00:00,-1.7,1,250,1011.1,1.0,0.0,98
2000-01-09 00:00:00,-6.0,0,0,1031.3,62.0,10.0,92
2000-01-09 03:00:00,-6.8,0,0,1033.5,96.0,10.0,88
2000-01-09 06:00:00,-6.3,2,50,1035.2,96.0,10.0,89
2000-01-09 09:00:00,-6.1,1,20,1036.4,97.0,10.0,86
2000-01-09 12:00:00,-6.5,0,0,1037.9,97.0,10.0,91
2000-01-09 15:00:00,-7.4,0,0,1038.2,65.0,10.0,82
2000-01-09 18:00:00,-2.7,0,0,1027.1,27.0,10.0,93
2000-01-09 21:00:00,-4.6,0,0,1029.4,36.0,10.0,91
2000-01-10 00:00:00,-13.6,0,0,1035.9,36.0,0.0,88
2000-01-10 03:00:00,-14.7,0,0,1035.1,98.0,2.0,88
2000-01-10 06:00:00,-7.7,0,0,1030.9,96.0,2.0,76
2000-01-10 09:00:00,-5.2,0,0,1027.9,96.0,6.0,56
2000-01-10 12:00:00,-9.6,0,0,1029.6,97.0,6.0,72
2000-01-10 15:00:00,-12.4,0,0,1030.4,61.0,0.0,87
2000-01-10 18:00:00,-8.2,0,0,1038.5,29.0,10.0,86
2000-01-10 21:00:00,-10.4,0,0,1036.7,27.0,10.0,85
2000-01-11 00:00:00,-13.8,0,0,1029.0,68.0,0.0,90
2000-01-11 03:00:00,-11.8,0,0,1028.8,98.0,10.0,90
2000-01-11 06:00:00,-3.1,0,0,1027.1,97.0,10.0,57
2000-01-11 09:00:00,-1.0,0,0,1026.6,97.0,10.0,59
2000-01-11 12:00:00,-6.4,0,0,1030.4,97.0,4.0,78
2000-01-11 15:00:00,-8.7,0,0,1032.2,63.0,6.0,86
2000-01-11 18:00:00,-13.9,0,0,1030.2,64.0,0.0,94
2000-01-11 21:00:00,-13.5,0,0,1028.9,67.0,0.0,87
2000-01-12 00:00:00,-11.8,0,0,1030.9,68.0,0.0,88
2000-01-12 03:00:00,-11.6,0,0,1029.3,98.0,0.0,90
2000-01-12 06:00:00,-2.0,0,0,1024.2,98.0,0.0,44
2000-01-12 09:00:00,-3.4,1,350,1022.5,97.0,0.0,57
2000-01-12 12:00:00,-7.1,0,0,1022.9,98.0,0.0,80
2000-01-12 15:00:00,-8.5,1,165,1024.4,64.0,0.0,77
2000-01-12 18:00:00,-9.6,0,0,1032.1,65.0,0.0,88
2000-01-12 21:00:00,-11.0,0,0,1032.0,69.0,0.0,87
2000-01-13 00:00:00,-12.2,1,140,1031.5,76.0,0.0,85
2000-01-13 03:00:00,-11.7,0,0,1033.4,98.0,10.0,86
2000-01-13 06:00:00,-6.3,2,355,1032.2,97.0,4.0,68
2000-01-13 09:00:00,-7.7,2,345,1033.3,97.0,10.0,73
2000-01-13 12:00:00,-10.3,0,0,1035.1,97.0,7.0,85
2000-01-13 15:00:00,-12.3,0,0,1036.4,67.0,0.0,88
2000-01-13 18:00:00,-9.1,1,160,1025.0,72.0,0.0,73
2000-01-13 21:00:00,-11.0,1,175,1028.7,72.0,0.0,78
2000-01-14 00:00:00,-15.0,1,150,1035.1,68.0,0.0,90
2000-01-14 03:00:00,-13.0,1,150,1034.3,98.0,0.0,84
2000-01-14 06:00:00,-5.1,0,0,1032.6,97.0,0.0,56
2000-01-14 09:00:00,-3.8,1,340,1032.1,97.0,1.0,55
2000-01-14 12:00:00,-7.3,1,20,1034.2,98.0,1.0,68
2000-01-14 15:00:00,-10.6,1,150,1036.1,68.0,0.0,82
2000-01-14 18:00:00,-13.2,0,0,1036.4,65.0,0.0,87
2000-01-14 21:00:00,-14.8,0,0,1035.3,69.0,0.0,90
2000-01-15 00:00:00,-13.1,0,0,1036.2,73.0,0.0,78
2000-01-15 03:00:00,-12.3,1,360,1037.0,98.0,6.0,75
2000-01-15 06:00:00,-4.8,1,360,1033.9,97.0,3.0,52
2000-01-15 09:00:00,-3.6,1,340,1032.2,97.0,6.0,51
2000-01-15 12:00:00,-7.2,0,0,1034.3,97.0,10.0,74
2000-01-15 15:00:00,-8.6,0,0,1035.2,63.0,10.0,83
2000-01-15 18:00:00,-10.4,1,120,1036.0,69.0,0.0,70
2000-01-15 21:00:00,-12.4,1,130,1036.4,71.0,0.0,77
2000-01-16 00:00:00,-11.3,1,150,1036.4,68.0,0.0,76
2000-01-16 03:00:00,-10.6,0,0,1037.5,98.0,6.0,73
2000-01-16 06:00:00,-2.2,1,360,1033.8,97.0,0.0,46
2000-01-16 09:00:00,-3.1,1,335,1032.6,97.0,0.0,53
2000-01-16 12:00:00,-6.7,1,25,1033.8,97.0,0.0,72
2000-01-16 15:00:00,-9.2,1,10,1033.4,56.0,0.0,90
2000-01-16 18:00:00,-9.8,0,0,1035.7,65.0,3.0,85
2000-01-16 21:00:00,-10.7,1,160,1036.0,65.0,0.0,75
2000-01-17 00:00:00,-11.6,1,170,1029.9,72.0,0.0,85
2000-01-17 03:00:00,-12.4,0,0,1030.3,98.0,0.0,85
2000-01-17 06:00:00,-3.9,2,270,1026.7,97.0,0.0,46
2000-01-17 09:00:00,-3.2,1,355,1024.6,97.0,3.0,61
2000-01-17 12:00:00,-7.2,1,330,1026.3,97.0,4.0,74
2000-01-17 15:00:00,-9.4,0,0,1026.8,63.0,3.0,82
2000-01-17 18:00:00,-10.8,0,0,1032.2,45.0,0.0,85
2000-01-17 21:00:00,-12.0,1,155,1031.1,57.0,0.0,89
2000-01-18 00:00:00,-6.9,1,130,1015.5,70.0,10.0,75
2000-01-18 03:00:00,-5.3,1,140,1013.2,98.0,10.0,75
2000-01-18 06:00:00,-2.2,3,215,1015.8,98.0,10.0,50
2000-01-18 09:00:00,1.5,1,180,1014.8,98.0,10.0,49
2000-01-18 12:00:00,-1.5,0,0,1018.4,97.0,10.0,59
2000-01-18 15:00:00,1.3,1,160,1020.3,63.0,10.0,51
2000-01-18 18:00:00,-8.7,0,0,1025.4,65.0,2.0,77
2000-01-18 21:00:00,-8.2,0,0,1021.2,68.0,1.0,81
2000-01-19 00:00:00,-0.2,1,340,1026.8,16.0,10.0,96
2000-01-19 03:00:00,-0.4,1,175,1028.7,96.0,10.0,88
2000-01-19 06:00:00,0.1,1,355,1028.9,96.0,10.0,94
2000-01-19 09:00:00,-1.0,2,350,1028.9,92.0,0.0,97
2000-01-19 12:00:00,-2.0,1,10,1029.3,96.0,10.0,98
2000-01-19 15:00:00,-2.8,1,10,1029.0,9.0,0.0,95
2000-01-19 18:00:00,0.5,1,110,1025.0,42.0,10.0,82
2000-01-19 21:00:00,-0.2,1,180,1026.1,40.0,10.0,86
2000-01-20 00:00:00,-7.8,1,95,1026.4,1.0,0.0,93
2000-01-20 03:00:00,-7.2,1,165,1025.8,92.0,0.0,93
2000-01-20 06:00:00,-1.3,0,0,1021.5,97.0,0.0,80
2000-01-20 09:00:00,0.8,1,15,1018.2,97.0,0.0,60
2000-01-20 12:00:00,-2.3,1,100,1017.5,97.0,2.0,76
2000-01-20 15:00:00,-6.5,0,0,1018.3,62.0,0.0,94
2000-01-20 18:00:00,-4.1,1,180,1027.1,15.0,10.0,94
2000-01-20 21:00:00,-6.5,1,235,1026.7,9.0,0.0,97
2000-01-21 00:00:00,-0.8,2,150,1020.9,74.0,10.0,52
2000-01-21 03:00:00,0.0,1,155,1021.7,98.0,10.0,51
2000-01-21 06:00:00,6.3,1,85,1018.6,97.0,6.0,44
2000-01-21 09:00:00,5.8,2,330,1018.2,97.0,1.0,47
2000-01-21 12:00:00,0.2,0,0,1019.7,97.0,0.0,63
2000-01-21 15:00:00,-2.8,0,0,1019.7,56.0,0.0,84
2000-01-21 18:00:00,-8.6,1,160,1019.2,68.0,4.0,92
2000-01-21 21:00:00,-5.1,2,250,1021.0,72.0,6.0,66
2000-01-22 00:00:00,-6.7,1,130,1018.4,72.0,0.0,80
2000-01-22 03:00:00,-7.3,0,0,1018.5,98.0,0.0,74
2000-01-22 06:00:00,1.7,1,280,1016.1,98.0,0.0,49
2000-01-22 09:00:00,5.6,1,295,1014.4,98.0,0.0,46
2000-01-22 12:00:00,0.2,0,0,1017.6,98.0,0.0,66
2000-01-22 15:00:00,-3.4,1,40,1019.5,37.0,0.0,83
2000-01-22 18:00:00,-4.9,0,0,1019.3,47.0,0.0,89
2000-01-22 21:00:00,-5.8,1,160,1018.5,70.0,0.0,84
2000-01-23 00:00:00,-3.8,1,140,1020.4,76.0,7.0,66
2000-01-23 03:00:00,-1.9,1,160,1019.7,98.0,9.0,61
2000-01-23 06:00:00,8.9,1,320,1016.6,98.0,10.0,38
2000-01-23 09:00:00,8.5,1,180,1019.7,97.0,10.0,36
2000-01-23 12:00:00,5.4,1,180,1021.2,98.0,10.0,53
2000-01-23 15:00:00,1.5,1,200,1022.7,66.0,8.0,79
2000-01-23 18:00:00,-5.0,0,0,1020.5,74.0,2.0,84
2000-01-23 21:00:00,-3.8,1,125,1020.1,76.0,4.0,66
2000-01-24 00:00:00,-2.8,1,160,1025.9,72.0,6.0,88
2000-01-24 03:00:00,-3.0,0,0,1028.0,98.0,3.0,83
2000-01-24 06:00:00,5.4,2,10,1024.8,97.0,2.0,53
2000-01-24 09:00:00,3.0,2,265,1026.2,97.0,8.0,61
2000-01-24 12:00:00,0.6,0,0,1027.6,97.0,10.0,82
2000-01-24 15:00:00,-2.2,0,0,1029.7,58.0,10.0,89
2000-01-24 18:00:00,-0.7,1,130,1023.5,67.0,6.0,86
2000-01-24 21:00:00,-1.4,1,150,1023.8,69.0,4.0,76
2000-01-25 00:00:00,-1.1,1,170,1029.4,57.0,10.0,91
2000-01-25 03:00:00,-1.1,0,0,1030.9,93.0,10.0,91
2000-01-25 06:00:00,-1.8,1,260,1032.0,96.0,10.0,81
2000-01-25 09:00:00,-0.6,1,325,1032.2,97.0,10.0,85
2000-01-25 12:00:00,-2.2,1,325,1036.3,92.0,0.0,98
2000-01-25 15:00:00,-3.4,1,325,1038.6,21.0,10.0,92
2000-01-25 18:00:00,-1.6,0,0,1029.6,59.0,10.0,94
2000-01-25 21:00:00,-0.6,1,330,1028.7,59.0,10.0,87
2000-01-26 00:00:00,-4.5,1,345,1038.1,30.0,10.0,93
2000-01-26 03:00:00,-5.5,1,360,1038.4,96.0,10.0,92
2000-01-26 06:00:00,-4.3,1,355,1037.4,96.0,10.0,91
2000-01-26 09:00:00,-2.3,1,260,1033.8,96.0,10.0,78
2000-01-26 12:00:00,-4.0,1,90,1033.9,96.0,10.0,92
2000-01-26 15:00:00,-4.2,1,10,1033.8,61.0,10.0,94
2000-01-26 18:00:00,-4.0,1,335,1039.0,36.0,10.0,94
2000-01-26 21:00:00,-4.5,1,255,1038.4,30.0,10.0,93
2000-01-27 00:00:00,-5.1,1,350,1029.3,62.0,10.0,95
2000-01-27 03:00:00,-5.7,1,135,1029.5,96.0,10.0,95
2000-01-27 06:00:00,-4.6,1,85,1028.4,96.0,10.0,91
2000-01-27 09:00:00,-3.2,1,130,1026.2,96.0,10.0,86
2000-01-27 12:00:00,-3.7,0,0,1026.4,93.0,0.0,92
2000-01-27 15:00:00,-4.4,0,0,1026.9,4.0,0.0,98
2000-01-27 18:00:00,-4.7,0,0,1032.6,58.0,10.0,96
2000-01-27 21:00:00,-4.1,1,10,1030.4,61.0,10.0,91
2000-01-28 00:00:00,-6.6,1,130,1028.0,60.0,3.0,88
2000-01-28 03:00:00,-5.7,0,0,1029.2,98.0,1.0,82
2000-01-28 06:00:00,5.4,1,355,1025.7,98.0,1.0,40
2000-01-28 09:00:00,7.3,1,315,1024.6,97.0,1.0,46
2000-01-28 12:00:00,2.7,0,0,1027.1,98.0,0.0,67
2000-01-28 15:00:00,-1.5,1,30,1028.5,61.0,0.0,80
2000-01-28 18:00:00,-5.2,1,210,1027.0,1.0,0.0,98
2000-01-28 21:00:00,-6.7,0,0,1027.9,4.0,6.0,96
2000-01-29 00:00:00,-4.5,1,220,1028.5,76.0,0.0,76
2000-01-29 03:00:00,-4.8,1,130,1027.9,98.0,2.0,76
2000-01-29 06:00:00,2.5,1,330,1025.0,97.0,2.0,56
2000-01-29 09:00:00,6.0,0,0,1022.5,97.0,7.0,50
2000-01-29 12:00:00,2.4,0,0,1023.2,97.0,10.0,65
2000-01-29 15:00:00,-1.6,1,150,1025.4,58.0,10.0,83
2000-01-29 18:00:00,-2.2,1,165,1029.4,65.0,0.0,67
2000-01-29 21:00:00,-3.1,0,0,1028.9,74.0,0.0,70
2000-01-30 00:00:00,-2.3,1,230,1023.2,59.0,10.0,76
2000-01-30 03:00:00,-0.8,2,130,1022.5,98.0,10.0,65
2000-01-30 06:00:00,8.0,1,10,1016.9,97.0,3.0,40
2000-01-30 09:00:00,8.2,2,350,1014.8,97.0,10.0,48
2000-01-30 12:00:00,6.2,2,180,1015.8,97.0,10.0,61
2000-01-30 15:00:00,2.7,2,190,1019.7,62.0,10.0,79
2000-01-30 18:00:00,-3.3,0,0,1025.3,59.0,4.0,86
2000-01-30 21:00:00,-3.0,1,130,1024.0,57.0,6.0,81
2000-01-31 00:00:00,-0.4,0,0,1023.4,64.0,10.0,96
2000-01-31 03:00:00,-0.1,0,0,1025.6,96.0,10.0,98
2000-01-31 06:00:00,-1.0,0,0,1028.2,96.0,10.0,87
2000-01-31 09:00:00,-0.9,0,0,1028.1,97.0,10.0,87
2000-01-31 12:00:00,-2.5,0,0,1030.6,96.0,10.0,91
2000-01-31 15:00:00,-3.4,1,345,1032.4,23.0,10.0,92
2000-01-31 18:00:00,0.2,1,250,1022.5,62.0,10.0,82
2000-01-31 21:00:00,-0.4,0,0,1023.3,64.0,10.0,94
2000-02-01 00:00:00,-4.8,1,60,1031.2,50.0,10.0,90
2000-02-01 03:00:00,-5.6,1,345,1031.0,97.0,10.0,92
2000-02-01 06:00:00,-3.8,0,0,1029.3,97.0,10.0,85
2000-02-01 09:00:00,-2.1,2,355,1025.9,97.0,10.0,83
2000-02-01 12:00:00,-3.9,1,360,1025.4,97.0,10.0,80
2000-02-01 15:00:00,-4.6,0,0,1024.3,61.0,10.0,84
2000-02-01 18:00:00,-3.8,1,360,1032.5,37.0,10.0,92
2000-02-01 21:00:00,-4.5,1,30,1032.2,43.0,10.0,91
2000-02-02 00:00:00,-5.4,0,0,1020.5,65.0,10.0,92
2000-02-02 03:00:00,-5.9,1,125,1021.2,97.0,10.0,87
2000-02-02 06:00:00,-3.7,1,175,1020.0,97.0,10.0,85
2000-02-02 09:00:00,0.2,0,0,1017.4,97.0,0.0,73
2000-02-02 12:00:00,-2.0,2,340,1019.2,97.0,0.0,79
2000-02-02 15:00:00,-5.3,0,0,1021.2,59.0,0.0,93
2000-02-02 18:00:00,-4.6,0,0,1023.0,61.0,10.0,88
2000-02-02 21:00:00,-4.8,0,0,1021.6,63.0,10.0,88
2000-02-03 00:00:00,-7.1,0,0,1022.7,58.0,4.0,88
2000-02-03 03:00:00,-2.3,2,145,1021.9,98.0,6.0,59
2000-02-03 06:00:00,3.6,1,10,1019.8,98.0,10.0,51
2000-02-03 09:00:00,6.8,1,335,1018.0,98.0,10.0,43
2000-02-03 12:00:00,0.6,2,245,1023.0,98.0,10.0,67
2000-02-03 15:00:00,0.8,2,300,1027.6,65.0,10.0,69
2000-02-03 18:00:00,-6.5,0,0,1021.5,59.0,0.0,91
2000-02-03 21:00:00,-7.7,0,0,1022.0,57.0,0.0,90
2000-02-04 00:00:00,-2.2,1,70,1031.2,67.0,10.0,93
2000-02-04 03:00:00,-2.4,1,290,1033.3,96.0,10.0,93
2000-02-04 06:00:00,-1.2,1,340,1032.6,97.0,10.0,87
2000-02-04 09:00:00,0.2,1,110,1031.0,97.0,10.0,79
2000-02-04 12:00:00,-2.5,1,130,1031.6,97.0,10.0,91
2000-02-04 15:00:00,-4.6,1,140,1031.8,61.0,6.0,96
2000-02-04 18:00:00,-0.4,1,340,1028.8,63.0,10.0,82
2000-02-04 21:00:00,-2.2,1,5,1030.5,36.0,10.0,93
2000-02-05 00:00:00,-9.7,0,0,1029.6,70.0,0.0,94
2000-02-05 03:00:00,-8.3,1,160,1029.4,98.0,0.0,83
2000-02-05 06:00:00,1.4,0,0,1023.9,98.0,0.0,55
2000-02-05 09:00:00,2.3,1,350,1021.7,97.0,0.0,54
2000-02-05 12:00:00,-0.6,0,0,1022.0,97.0,0.0,68
2000-02-05 15:00:00,-4.1,0,0,1023.2,57.0,0.0,87
2000-02-05 18:00:00,-6.6,0,0,1031.4,65.0,0.0,94
2000-02-05 21:00:00,-8.5,0,0,1030.2,67.0,0.0,92
2000-02-06 00:00:00,-6.8,1,140,1022.7,60.0,0.0,75
2000-02-06 03:00:00,-5.7,1,130,1022.4,98.0,10.0,74
2000-02-06 06:00:00,7.0,1,310,1017.9,98.0,8.0,27
2000-02-06 09:00:00,9.8,1,250,1016.6,98.0,8.0,20
2000-02-06 12:00:00,6.7,1,165,1018.5,98.0,10.0,42
2000-02-06 15:00:00,0.2,1,145,1021.0,65.0,0.0,55
2000-02-06 18:00:00,-5.6,1,140,1023.0,59.0,0.0,87
2000-02-06 21:00:00,-6.3,1,140,1022.4,60.0,0.0,81
2000-02-07 00:00:00,0.0,1,140,1018.6,78.0,1.0,51
2000-02-07 03:00:00,-1.8,0,0,1019.4,98.0,8.0,55
2000-02-07 06:00:00,8.2,1,350,1014.7,98.0,1.0,33
2000-02-07 09:00:00,7.4,1,10,1013.8,97.0,0.0,28
2000-02-07 12:00:00,5.4,0,0,1014.2,98.0,1.0,57
2000-02-07 15:00:00,0.4,1,160,1015.3,71.0,0.0,63
2000-02-07 18:00:00,-0.8,1,150,1021.0,72.0,0.0,54
2000-02-07 21:00:00,-2.0,1,145,1020.5,75.0,4.0,56
2000-02-08 00:00:00,-2.6,1,220,1015.0,75.0,0.0,65
2000-02-08 03:00:00,-1.9,0,0,1015.4,97.0,6.0,65
2000-02-08 06:00:00,7.7,1,240,1012.2,97.0,8.0,43
2000-02-08 09:00:00,11.4,1,320,1009.0,97.0,10.0,40
2000-02-08 12:00:00,5.9,0,0,1011.0,97.0,10.0,51
2000-02-08 15:00:00,0.4,1,120,1013.3,60.0,6.0,71
2000-02-08 18:00:00,0.5,1,120,1014.2,72.0,0.0,56
2000-02-08 21:00:00,-2.2,0,0,1014.0,73.0,0.0,62
2000-02-09 00:00:00,-1.3,1,150,1012.0,62.0,0.0,64
2000-02-09 03:00:00,-2.5,0,0,1011.9,98.0,10.0,70
2000-02-09 06:00:00,4.4,2,180,1011.5,98.0,10.0,43
2000-02-09 09:00:00,4.1,2,240,1017.1,97.0,10.0,56
2000-02-09 12:00:00,0.6,1,195,1021.8,94.0,10.0,92
2000-02-09 15:00:00,-0.9,1,165,1025.7,17.0,10.0,94
2000-02-09 18:00:00,0.5,1,130,1013.6,68.0,3.0,63
2000-02-09 21:00:00,-1.2,0,0,1013.4,57.0,0.0,66
2000-02-10 00:00:00,-3.8,1,320,1031.9,21.0,10.0,92
2000-02-10 03:00:00,-5.2,0,0,1033.7,96.0,10.0,93
2000-02-10 06:00:00,-3.3,1,340,1032.8,97.0,10.0,83
2000-02-10 09:00:00,-1.9,2,20,1031.8,97.0,10.0,77
2000-02-10 12:00:00,-4.9,1,100,1034.1,97.0,10.0,88
2000-02-10 15:00:00,-6.3,1,160,1035.5,62.0,10.0,86
2000-02-10 18:00:00,-2.0,1,245,1027.9,18.0,10.0,96
2000-02-10 21:00:00,-3.3,2,220,1030.6,21.0,10.0,90
2000-02-11 00:00:00,-8.0,1,160,1036.1,71.0,0.0,72
2000-02-11 03:00:00,-6.7,1,140,1036.7,98.0,0.0,64
2000-02-11 06:00:00,-2.0,2,10,1034.9,97.0,0.0,56
2000-02-11 09:00:00,-0.1,1,10,1033.6,97.0,1.0,45
2000-02-11 12:00:00,-2.2,0,0,1035.1,97.0,1.0,54
2000-02-11 15:00:00,-5.5,2,140,1037.3,66.0,0.0,65
2000-02-11 18:00:00,-7.9,0,0,1036.0,65.0,2.0,90
2000-02-11 21:00:00,-9.5,0,0,1036.7,66.0,0.0,88
2000-02-12 00:00:00,-8.6,1,150,1036.4,71.0,0.0,71
2000-02-12 03:00:00,-7.7,1,135,1036.2,98.0,0.0,64
2000-02-12 06:00:00,1.4,2,350,1031.4,98.0,1.0,45
2000-02-12 09:00:00,1.0,1,340,1030.8,97.0,4.0,48
2000-02-12 12:00:00,-2.2,0,0,1031.6,97.0,0.0,58
2000-02-12 15:00:00,-6.5,0,0,1033.1,65.0,0.0,86
2000-02-12 18:00:00,-6.3,2,140,1037.3,68.0,0.0,63
2000-02-12 21:00:00,-8.1,1,160,1037.1,71.0,0.0,69
2000-02-13 00:00:00,-9.4,1,160,1031.0,69.0,0.0,73
2000-02-13 03:00:00,-9.0,1,155,1031.1,98.0,0.0,73
2000-02-13 06:00:00,2.0,0,0,1026.1,98.0,0.0,43
2000-02-13 09:00:00,4.3,1,350,1024.8,97.0,10.0,49
2000-02-13 12:00:00,1.7,0,0,1026.7,97.0,10.0,64
2000-02-13 15:00:00,-0.5,1,155,1027.3,61.0,8.0,74
2000-02-13 18:00:00,-7.4,0,0,1032.0,67.0,0.0,74
2000-02-13 21:00:00,-8.7,1,140,1031.6,69.0,0.0,71
2000-02-14 00:00:00,-4.3,1,160,1026.0,76.0,0.0,63
2000-02-14 03:00:00,-4.6,0,0,1024.6,98.0,0.0,69
2000-02-14 06:00:00,4.8,0,0,1019.3,97.0,3.0,41
2000-02-14 09:00:00,5.1,1,330,1017.1,97.0,10.0,51
2000-02-14 12:00:00,2.2,1,320,1017.6,97.0,7.0,61
2000-02-14 15:00:00,-1.8,1,160,1017.8,60.0,6.0,82
2000-02-14 18:00:00,-2.7,1,130,1027.7,72.0,0.0,63
2000-02-14 21:00:00,-3.3,1,140,1026.4,76.0,0.0,58
2000-02-15 00:00:00,-1.6,2,180,1012.8,67.0,6.0,72
2000-02-15 03:00:00,0.9,2,190,1013.7,97.0,10.0,55
2000-02-15 06:00:00,7.2,0,0,1011.7,97.0,10.0,39
2000-02-15 09:00:00,8.8,2,330,1010.9,97.0,6.0,42
2000-02-15 12:00:00,6.9,3,280,1015.0,97.0,10.0,44
2000-02-15 15:00:00,4.0,0,0,1020.5,63.0,10.0,62
2000-02-15 18:00:00,-1.9,0,0,1014.1,62.0,10.0,78
2000-02-15 21:00:00,-0.6,1,20,1014.3,65.0,10.0,67
2000-02-16 00:00:00,-3.2,0,0,1031.4,40.0,10.0,95
2000-02-16 03:00:00,-3.1,1,100,1034.0,96.0,10.0,88
2000-02-16 06:00:00,-0.4,1,320,1032.8,96.0,10.0,76
2000-02-16 09:00:00,-1.3,1,320,1032.6,97.0,10.0,83
2000-02-16 12:00:00,-2.2,1,340,1033.8,97.0,10.0,84
2000-02-16 15:00:00,-2.9,1,350,1035.0,60.0,10.0,84
2000-02-16 18:00:00,1.2,2,20,1023.7,56.0,10.0,81
2000-02-16 21:00:00,0.4,0,0,1026.4,12.0,10.0,94
2000-02-17 00:00:00,-7.2,1,120,1033.1,65.0,6.0,77
2000-02-17 03:00:00,-6.5,1,100,1032.0,98.0,8.0,81
