DateAndTime,Temperature,WindSpeed,WindDirection,BarometricPressure,Visibility,Clouds,Humidity
2000-01-11 00:00:00,-5.6,4,240,1026.2,97.0,10.0,90
2000-01-11 03:00:00,-5.6,2,240,1026.2,97.0,10.0,92
2000-01-11 06:00:00,-6.3,3,220,1026.4,97.0,10.0,91
2000-01-11 09:00:00,-5.7,6,230,1024.8,97.0,10.0,87
2000-01-11 12:00:00,-5.5,6,240,1024.6,97.0,10.0,87
2000-01-11 15:00:00,-4.8,5,270,1023.6,97.0,10.0,88
2000-01-11 18:00:00,-5.9,1,230,1026.5,97.0,10.0,92
2000-01-11 21:00:00,-5.9,1,230,1026.7,97.0,10.0,92
2000-01-12 00:00:00,-2.4,2,300,1023.9,97.0,10.0,91
2000-01-12 03:00:00,-3.0,2,300,1025.0,97.0,10.0,88
2000-01-12 06:00:00,-3.1,2,330,1027.4,98.0,8.0,86
2000-01-12 09:00:00,-4.2,2,320,1028.0,97.0,10.0,91
2000-01-12 12:00:00,-5.9,0,0,1029.2,98.0,2.0,84
2000-01-12 15:00:00,-8.1,0,0,1030.2,97.0,10.0,87
2000-01-12 18:00:00,-3.6,3,270,1023.5,97.0,10.0,94
2000-01-12 21:00:00,-3.0,4,270,1023.2,97.0,10.0,97
2000-01-13 00:00:00,-4.6,4,260,1030.0,97.0,10.0,81
2000-01-13 03:00:00,-5.4,5,260,1029.8,97.0,10.0,87
2000-01-13 06:00:00,-5.1,4,270,1030.5,98.0,9.0,85
2000-01-13 09:00:00,-4.2,5,270,1030.5,98.0,10.0,79
2000-01-13 12:00:00,-4.3,5,290,1030.3,98.0,10.0,79
2000-01-13 15:00:00,-4.5,4,260,1030.3,97.0,10.0,88
2000-01-13 18:00:00,-3.6,2,290,1029.8,97.0,10.0,83
2000-01-13 21:00:00,-4.6,4,280,1030.1,97.0,10.0,81
2000-01-14 00:00:00,-5.3,9,260,1028.4,97.0,10.0,85
2000-01-14 03:00:00,-6.6,5,250,1027.7,97.0,8.0,88
2000-01-14 06:00:00,-6.1,6,270,1027.2,97.0,8.0,81
2000-01-14 09:00:00,-5.0,8,260,1026.2,97.0,10.0,81
2000-01-14 12:00:00,-5.3,8,280,1026.2,97.0,10.0,87
2000-01-14 15:00:00,-5.2,10,270,1024.8,97.0,10.0,85
2000-01-14 18:00:00,-4.6,4,270,1030.2,97.0,10.0,88
2000-01-14 21:00:00,-5.1,4,250,1029.8,97.0,10.0,90
2000-01-15 00:00:00,-7.5,4,280,1022.6,97.0,0.0,82
2000-01-15 03:00:00,-9.5,4,260,1023.5,97.0,8.0,85
2000-01-15 06:00:00,-9.4,6,270,1025.2,98.0,7.0,79
2000-01-15 09:00:00,-7.9,2,260,1025.3,98.0,4.0,75
2000-01-15 12:00:00,-7.8,2,240,1026.7,98.0,10.0,84
2000-01-15 15:00:00,-8.0,0,0,1027.8,97.0,10.0,84
2000-01-15 18:00:00,-6.2,7,280,1024.4,97.0,10.0,86
2000-01-15 21:00:00,-7.8,3,250,1023.2,97.0,1.0,84
2000-01-16 00:00:00,-7.7,0,0,1027.6,97.0,10.0,87
2000-01-16 03:00:00,-7.7,0,0,1027.5,97.0,10.0,90
2000-01-16 06:00:00,-7.7,2,200,1028.0,97.0,10.0,93
2000-01-16 09:00:00,-7.6,2,200,1026.9,98.0,10.0,87
2000-01-16 12:00:00,-6.3,1,220,1025.2,98.0,10.0,81
2000-01-16 15:00:00,-6.5,2,200,1024.5,97.0,10.0,86
2000-01-16 18:00:00,-7.9,0,0,1028.0,97.0,10.0,84
2000-01-16 21:00:00,-7.9,0,0,1028.0,97.0,10.0,87
2000-01-17 00:00:00,-5.5,6,200,1019.7,97.0,10.0,92
2000-01-17 03:00:00,-5.9,6,200,1018.3,97.0,10.0,89
2000-01-17 06:00:00,-7.1,5,210,1018.4,97.0,10.0,82
2000-01-17 09:00:00,-7.4,2,190,1017.2,97.0,10.0,76
2000-01-17 12:00:00,-9.6,1,180,1016.4,98.0,9.0,75
2000-01-17 15:00:00,-14.1,0,0,1015.6,97.0,4.0,86
2000-01-17 18:00:00,-6.5,3,180,1022.7,97.0,10.0,89
2000-01-17 21:00:00,-5.8,4,180,1021.3,97.0,10.0,92
2000-01-18 00:00:00,-8.9,0,0,1012.1,97.0,10.0,92
2000-01-18 03:00:00,-8.5,0,0,1011.9,97.0,10.0,89
2000-01-18 06:00:00,-8.5,0,0,1013.1,97.0,10.0,89
2000-01-18 09:00:00,-7.7,2,170,1013.1,98.0,8.0,76
2000-01-18 12:00:00,-8.2,2,150,1013.8,98.0,10.0,81
2000-01-18 15:00:00,-8.9,2,180,1015.4,97.0,10.0,86
2000-01-18 18:00:00,-11.8,0,0,1014.3,97.0,10.0,86
2000-01-18 21:00:00,-10.5,0,0,1012.8,97.0,10.0,88
2000-01-19 00:00:00,-9.5,2,150,1015.5,97.0,10.0,85
2000-01-19 03:00:00,-6.3,5,150,1012.6,97.0,10.0,76
2000-01-19 06:00:00,-5.9,8,150,1011.0,97.0,6.0,76
2000-01-19 09:00:00,-2.4,10,150,1007.7,95.0,9.0,72
2000-01-19 12:00:00,-2.3,10,150,1004.6,95.0,10.0,76
2000-01-19 15:00:00,-3.3,8,140,1003.3,97.0,9.0,83
2000-01-19 18:00:00,-9.6,2,170,1015.7,97.0,10.0,85
2000-01-19 21:00:00,-9.0,1,150,1016.2,97.0,10.0,85
2000-01-20 00:00:00,-1.8,7,150,999.0,97.0,10.0,88
2000-01-20 03:00:00,-2.4,5,160,997.9,97.0,10.0,85
2000-01-20 06:00:00,-2.4,3,150,998.1,95.0,10.0,96
2000-01-20 09:00:00,-1.2,4,260,998.7,98.0,10.0,91
2000-01-20 12:00:00,-1.6,4,270,1001.2,97.0,9.0,86
2000-01-20 15:00:00,-3.6,2,240,1005.8,97.0,9.0,81
2000-01-20 18:00:00,-2.8,5,170,1002.9,97.0,10.0,84
2000-01-20 21:00:00,-1.6,7,160,1000.8,97.0,10.0,88
2000-01-21 00:00:00,-3.6,0,0,1007.4,97.0,10.0,87
2000-01-21 03:00:00,-3.8,1,150,1006.7,97.0,10.0,89
2000-01-21 06:00:00,-4.4,1,150,1006.8,95.0,10.0,91
2000-01-21 09:00:00,-2.2,1,150,1003.4,95.0,10.0,93
2000-01-21 12:00:00,-2.1,0,0,1002.8,97.0,10.0,94
2000-01-21 15:00:00,-4.0,2,290,1004.1,97.0,10.0,92
2000-01-21 18:00:00,-4.8,1,240,1006.7,97.0,10.0,81
2000-01-21 21:00:00,-4.4,0,0,1007.6,97.0,10.0,86
2000-01-22 00:00:00,-9.0,3,310,1008.8,97.0,10.0,85
2000-01-22 03:00:00,-12.7,0,0,1010.4,97.0,8.0,88
2000-01-22 06:00:00,-15.7,1,310,1013.3,97.0,0.0,87
2000-01-22 09:00:00,-13.7,2,260,1014.4,98.0,0.0,78
2000-01-22 12:00:00,-13.3,0,0,1015.6,98.0,0.0,81
2000-01-22 15:00:00,-22.8,0,0,1018.1,97.0,0.0,82
2000-01-22 18:00:00,-4.4,2,330,1005.5,97.0,10.0,91
2000-01-22 21:00:00,-4.9,1,290,1006.3,97.0,10.0,85
2000-01-23 00:00:00,-20.3,0,0,1019.0,97.0,10.0,82
2000-01-23 03:00:00,-22.3,0,0,1018.5,97.0,10.0,82
2000-01-23 06:00:00,-20.7,0,0,1018.4,95.0,10.0,82
2000-01-23 09:00:00,-16.9,0,0,1017.1,97.0,10.0,82
2000-01-23 12:00:00,-15.4,0,0,1015.9,98.0,10.0,82
2000-01-23 15:00:00,-17.1,0,0,1016.4,97.0,10.0,82
2000-01-23 18:00:00,-20.7,0,0,1018.9,97.0,10.0,83
2000-01-23 21:00:00,-19.1,0,0,1018.6,97.0,0.0,83
2000-01-24 00:00:00,-18.1,2,280,1022.2,97.0,10.0,81
2000-01-24 03:00:00,-21.9,2,280,1024.3,97.0,10.0,80
2000-01-24 06:00:00,-17.5,1,300,1025.7,97.0,10.0,83
2000-01-24 09:00:00,-14.2,3,230,1026.0,98.0,6.0,74
2000-01-24 12:00:00,-15.1,3,230,1027.9,98.0,0.0,77
2000-01-24 15:00:00,-18.5,4,220,1030.4,97.0,0.0,81
2000-01-24 18:00:00,-15.5,0,0,1017.0,97.0,10.0,83
2000-01-24 21:00:00,-10.9,4,270,1019.4,97.0,10.0,90
2000-01-25 00:00:00,-17.5,1,150,1034.9,97.0,10.0,81
2000-01-25 03:00:00,-22.7,2,160,1035.6,97.0,10.0,80
2000-01-25 06:00:00,-21.5,2,170,1036.5,97.0,7.0,80
2000-01-25 09:00:00,-16.7,0,0,1034.8,98.0,10.0,79
2000-01-25 12:00:00,-11.3,3,100,1032.3,98.0,10.0,79
2000-01-25 15:00:00,-12.3,4,160,1030.1,97.0,7.0,79
2000-01-25 18:00:00,-19.1,0,0,1031.6,97.0,10.0,81
2000-01-25 21:00:00,-19.7,0,0,1034.3,97.0,10.0,81
2000-01-26 00:00:00,-10.2,9,150,1023.6,97.0,10.0,67
2000-01-26 03:00:00,-7.9,7,140,1021.3,97.0,10.0,75
2000-01-26 06:00:00,-7.0,9,160,1019.8,97.0,10.0,77
2000-01-26 09:00:00,-4.4,6,150,1017.7,97.0,8.0,70
2000-01-26 12:00:00,-4.7,7,150,1016.2,97.0,8.0,74
2000-01-26 15:00:00,-5.0,3,150,1016.6,97.0,10.0,83
2000-01-26 18:00:00,-12.6,9,150,1028.1,97.0,7.0,76
2000-01-26 21:00:00,-12.1,7,140,1026.1,97.0,10.0,76
2000-01-27 00:00:00,-1.6,3,180,1013.6,97.0,10.0,88
2000-01-27 03:00:00,-1.9,1,170,1013.2,97.0,10.0,96
2000-01-27 06:00:00,-1.4,2,210,1014.4,97.0,10.0,99
2000-01-27 09:00:00,-0.8,2,240,1015.1,98.0,10.0,91
2000-01-27 12:00:00,-2.2,0,0,1015.6,98.0,10.0,87
2000-01-27 15:00:00,-4.2,1,310,1017.4,97.0,10.0,91
2000-01-27 18:00:00,-3.0,2,150,1016.1,97.0,10.0,84
2000-01-27 21:00:00,-1.6,4,170,1014.3,97.0,10.0,84
2000-01-28 00:00:00,-9.8,3,330,1019.1,97.0,10.0,78
2000-01-28 03:00:00,-10.9,3,310,1020.2,97.0,10.0,73
2000-01-28 06:00:00,-10.7,2,300,1021.3,98.0,10.0,69
2000-01-28 09:00:00,-8.6,2,280,1021.8,98.0,9.0,54
2000-01-28 12:00:00,-8.3,1,260,1022.6,98.0,0.0,57
2000-01-28 15:00:00,-16.5,0,0,1024.6,97.0,0.0,77
2000-01-28 18:00:00,-6.6,1,330,1017.6,97.0,10.0,94
2000-01-28 21:00:00,-7.8,3,330,1017.8,97.0,10.0,93
2000-01-29 00:00:00,-22.3,0,0,1028.1,97.0,0.0,80
2000-01-29 03:00:00,-19.5,2,170,1027.7,97.0,10.0,80
2000-01-29 06:00:00,-17.0,0,0,1028.8,98.0,5.0,73
2000-01-29 09:00:00,-10.9,2,180,1027.2,98.0,5.0,58
2000-01-29 12:00:00,-7.2,2,150,1026.3,98.0,6.0,60
2000-01-29 15:00:00,-10.4,2,150,1026.9,97.0,10.0,69
2000-01-29 18:00:00,-20.9,0,0,1026.9,97.0,0.0,83
2000-01-29 21:00:00,-20.9,0,0,1027.6,97.0,0.0,83
2000-01-30 00:00:00,-4.0,8,220,1024.6,97.0,10.0,89
2000-01-30 03:00:00,-2.9,7,220,1024.6,97.0,10.0,93
2000-01-30 06:00:00,-2.2,4,240,1025.4,97.0,10.0,93
2000-01-30 09:00:00,-1.6,4,220,1026.3,98.0,10.0,90
2000-01-30 12:00:00,-2.2,4,230,1026.6,97.0,10.0,91
2000-01-30 15:00:00,-2.6,4,240,1028.2,97.0,10.0,93
2000-01-30 18:00:00,-8.1,1,160,1026.9,97.0,10.0,72
2000-01-30 21:00:00,-5.9,1,140,1025.5,97.0,10.0,81
2000-01-31 00:00:00,-2.1,3,240,1029.5,97.0,10.0,79
2000-01-31 03:00:00,-3.9,0,0,1031.4,97.0,10.0,75
2000-01-31 06:00:00,-4.0,0,0,1030.6,98.0,10.0,75
2000-01-31 09:00:00,-2.8,2,170,1029.4,98.0,10.0,71
2000-01-31 12:00:00,-3.6,4,160,1027.9,98.0,10.0,76
2000-01-31 15:00:00,-6.1,4,160,1027.6,97.0,10.0,76
2000-01-31 18:00:00,-1.6,2,240,1028.7,97.0,10.0,94
2000-01-31 21:00:00,-1.0,4,250,1029.1,97.0,10.0,93
2000-02-01 00:00:00,-5.1,6,170,1023.2,97.0,8.0,80
2000-02-01 03:00:00,-6.8,5,160,1022.4,97.0,9.0,77
2000-02-01 06:00:00,-5.7,5,170,1020.2,98.0,10.0,74
2000-02-01 09:00:00,-3.2,6,170,1018.5,98.0,10.0,72
2000-02-01 12:00:00,-4.3,7,160,1015.1,98.0,10.0,77
2000-02-01 15:00:00,-5.5,7,150,1013.5,97.0,10.0,77
2000-02-01 18:00:00,-4.9,4,170,1025.8,97.0,10.0,78
2000-02-01 21:00:00,-3.9,5,180,1024.4,97.0,10.0,80
2000-02-02 00:00:00,-5.1,4,160,1008.5,97.0,10.0,88
2000-02-02 03:00:00,-5.5,4,170,1006.9,97.0,10.0,95
2000-02-02 06:00:00,-4.4,3,170,1005.6,97.0,10.0,91
2000-02-02 09:00:00,-2.4,3,170,1003.5,95.0,10.0,87
2000-02-02 12:00:00,-1.8,2,180,1002.0,97.0,10.0,90
2000-02-02 15:00:00,-2.4,1,240,1002.4,97.0,10.0,91
2000-02-02 18:00:00,-6.9,6,160,1012.3,97.0,10.0,77
2000-02-02 21:00:00,-6.5,4,160,1011.4,97.0,10.0,78
2000-02-03 00:00:00,-8.3,4,300,1010.0,97.0,7.0,86
2000-02-03 03:00:00,-7.7,5,270,1012.0,97.0,10.0,81
2000-02-03 06:00:00,-11.5,3,230,1014.4,98.0,1.0,78
2000-02-03 09:00:00,-9.0,3,210,1013.7,97.0,10.0,82
2000-02-03 12:00:00,-6.1,7,190,1011.4,97.0,10.0,86
2000-02-03 15:00:00,-4.5,7,210,1010.3,97.0,10.0,91
2000-02-03 18:00:00,-1.5,2,300,1003.3,97.0,10.0,92
2000-02-03 21:00:00,-4.8,3,320,1007.2,97.0,10.0,90
2000-02-04 00:00:00,0.3,12,210,1006.2,97.0,10.0,96
2000-02-04 03:00:00,0.6,12,200,1005.8,97.0,10.0,96
2000-02-04 06:00:00,1.0,13,220,1005.9,97.0,10.0,96
2000-02-04 09:00:00,1.1,10,230,1007.7,98.0,10.0,96
2000-02-04 12:00:00,0.8,8,230,1009.8,98.0,10.0,85
2000-02-04 15:00:00,0.1,3,230,1012.0,97.0,10.0,84
2000-02-04 18:00:00,-2.2,12,210,1008.3,97.0,10.0,93
2000-02-04 21:00:00,-0.4,12,210,1006.9,97.0,10.0,96
2000-02-05 00:00:00,-1.1,4,200,1013.0,97.0,10.0,83
2000-02-05 03:00:00,-1.6,3,210,1012.9,97.0,10.0,90
2000-02-05 06:00:00,-1.2,2,240,1012.7,97.0,10.0,91
2000-02-05 09:00:00,-1.1,2,290,1012.3,97.0,10.0,87
2000-02-05 12:00:00,-3.1,2,300,1012.7,98.0,10.0,79
2000-02-05 15:00:00,-6.1,2,300,1014.9,97.0,8.0,84
2000-02-05 18:00:00,0.1,4,230,1012.8,97.0,9.0,90
2000-02-05 21:00:00,-0.4,3,220,1013.4,97.0,10.0,90
2000-02-06 00:00:00,-11.3,1,300,1019.5,97.0,10.0,85
2000-02-06 03:00:00,-12.3,1,350,1020.5,97.0,10.0,86
2000-02-06 06:00:00,-13.1,1,310,1023.0,98.0,8.0,81
2000-02-06 09:00:00,-10.5,1,310,1021.5,98.0,10.0,67
2000-02-06 12:00:00,-11.8,0,0,1021.7,98.0,10.0,72
2000-02-06 15:00:00,-13.3,1,170,1022.1,97.0,8.0,79
2000-02-06 18:00:00,-7.4,2,290,1016.7,97.0,10.0,85
2000-02-06 21:00:00,-9.2,1,310,1018.2,97.0,10.0,85
2000-02-07 00:00:00,-10.8,1,170,1020.5,97.0,10.0,81
2000-02-07 03:00:00,-10.8,1,170,1020.5,97.0,10.0,90
2000-02-07 06:00:00,-10.7,1,170,1020.6,97.0,8.0,90
2000-02-07 09:00:00,-10.3,1,170,1020.0,98.0,8.0,74
2000-02-07 12:00:00,-10.3,1,160,1019.1,98.0,8.0,70
2000-02-07 15:00:00,-12.7,0,0,1019.3,97.0,10.0,80
2000-02-07 18:00:00,-11.3,0,0,1022.0,97.0,10.0,80
2000-02-07 21:00:00,-10.2,0,0,1021.7,97.0,10.0,83
2000-02-08 00:00:00,-8.9,2,170,1015.9,97.0,10.0,86
2000-02-08 03:00:00,-8.3,2,150,1015.2,97.0,10.0,89
2000-02-08 06:00:00,-7.3,2,200,1015.8,97.0,10.0,85
2000-02-08 09:00:00,-4.6,0,0,1015.5,98.0,8.0,72
2000-02-08 12:00:00,-5.1,0,0,1015.9,98.0,10.0,73
2000-02-08 15:00:00,-6.5,0,0,1016.8,97.0,10.0,86
2000-02-08 18:00:00,-10.4,1,160,1018.0,97.0,10.0,85
2000-02-08 21:00:00,-9.1,2,170,1016.8,97.0,10.0,85
2000-02-09 00:00:00,-6.9,0,0,1019.0,97.0,10.0,93
2000-02-09 03:00:00,-10.8,0,0,1020.4,97.0,8.0,90
2000-02-09 06:00:00,-9.0,0,0,1021.2,98.0,0.0,85
2000-02-09 09:00:00,-7.1,0,0,1021.7,98.0,4.0,69
2000-02-09 12:00:00,-7.1,2,190,1022.1,98.0,10.0,77
2000-02-09 15:00:00,-10.2,2,140,1023.2,97.0,10.0,81
2000-02-09 18:00:00,-6.5,0,0,1017.9,97.0,10.0,91
2000-02-09 21:00:00,-6.7,0,0,1018.6,97.0,10.0,91
2000-02-10 00:00:00,-3.2,4,180,1021.5,97.0,10.0,95
2000-02-10 03:00:00,-3.4,7,210,1020.2,97.0,10.0,92
2000-02-10 06:00:00,-2.4,8,190,1020.1,95.0,10.0,91
2000-02-10 09:00:00,-0.2,7,210,1019.4,97.0,10.0,90
2000-02-10 12:00:00,0.8,6,210,1019.5,97.0,10.0,94
2000-02-10 15:00:00,0.8,5,220,1019.7,97.0,10.0,94
2000-02-10 18:00:00,-8.9,0,0,1023.4,97.0,10.0,92
2000-02-10 21:00:00,-6.7,2,160,1022.7,97.0,10.0,94
2000-02-11 00:00:00,0.7,5,220,1018.5,97.0,10.0,96
2000-02-11 03:00:00,0.6,4,210,1018.7,97.0,10.0,96
2000-02-11 06:00:00,0.8,3,220,1019.0,97.0,10.0,96
2000-02-11 09:00:00,1.0,2,230,1018.7,97.0,10.0,92
2000-02-11 12:00:00,0.7,4,220,1018.9,95.0,10.0,94
2000-02-11 15:00:00,0.7,3,220,1019.3,97.0,10.0,96
2000-02-11 18:00:00,0.8,5,220,1019.1,97.0,10.0,94
2000-02-11 21:00:00,0.8,4,210,1019.1,97.0,10.0,94
2000-02-12 00:00:00,0.2,5,250,1017.9,97.0,10.0,90
2000-02-12 03:00:00,-0.2,5,230,1017.6,97.0,10.0,88
2000-02-12 06:00:00,0.3,6,260,1018.3,98.0,10.0,86
2000-02-12 09:00:00,0.4,6,270,1017.3,98.0,10.0,82
2000-02-12 12:00:00,-0.1,6,260,1017.9,98.0,10.0,82
2000-02-12 15:00:00,-0.8,4,270,1019.1,97.0,10.0,81
2000-02-12 18:00:00,0.7,3,210,1018.6,97.0,10.0,96
2000-02-12 21:00:00,0.4,3,240,1018.5,97.0,10.0,96
2000-02-13 00:00:00,-1.6,6,260,1019.4,97.0,10.0,90
2000-02-13 03:00:00,-2.2,4,230,1019.4,97.0,10.0,83
2000-02-13 06:00:00,-2.2,4,240,1019.3,97.0,10.0,85
2000-02-13 09:00:00,-1.2,4,240,1018.7,98.0,10.0,85
2000-02-13 12:00:00,-1.0,3,240,1018.3,98.0,10.0,83
2000-02-13 15:00:00,-1.4,4,200,1017.9,97.0,10.0,84
2000-02-13 18:00:00,-1.8,3,230,1019.7,97.0,10.0,88
2000-02-13 21:00:00,-1.4,6,230,1019.4,97.0,10.0,95
2000-02-14 00:00:00,-2.6,4,210,1016.0,97.0,10.0,89
2000-02-14 03:00:00,-2.2,2,240,1015.5,97.0,10.0,91
2000-02-14 06:00:00,-1.7,2,250,1015.8,97.0,10.0,92
2000-02-14 09:00:00,-1.2,2,280,1015.6,98.0,9.0,82
2000-02-14 12:00:00,-1.5,1,280,1016.1,98.0,9.0,74
2000-02-14 15:00:00,-2.8,1,290,1017.1,97.0,10.0,86
2000-02-14 18:00:00,-1.9,2,210,1017.4,97.0,10.0,94
2000-02-14 21:00:00,-2.4,2,230,1017.0,97.0,10.0,91
2000-02-15 00:00:00,-6.0,2,280,1019.8,97.0,10.0,92
2000-02-15 03:00:00,-4.9,1,280,1020.8,97.0,10.0,90
2000-02-15 06:00:00,-3.4,0,0,1022.2,98.0,10.0,85
2000-02-15 09:00:00,-2.0,2,260,1022.7,98.0,6.0,73
2000-02-15 12:00:00,-2.0,2,260,1024.1,98.0,4.0,69
2000-02-15 15:00:00,-8.1,0,0,1026.6,97.0,0.0,81
2000-02-15 18:00:00,-2.8,1,300,1017.7,97.0,10.0,82
2000-02-15 21:00:00,-4.6,2,290,1018.5,97.0,6.0,84
2000-02-16 00:00:00,-6.0,1,200,1027.7,97.0,10.0,89
2000-02-16 03:00:00,-5.0,1,150,1028.0,97.0,10.0,90
2000-02-16 06:00:00,-4.8,1,150,1027.7,98.0,10.0,83
2000-02-16 09:00:00,-2.5,4,210,1027.0,98.0,4.0,80
2000-02-16 12:00:00,-3.9,4,170,1027.0,98.0,10.0,78
2000-02-16 15:00:00,-3.4,4,180,1026.7,97.0,10.0,85
2000-02-16 18:00:00,-7.9,0,0,1027.3,97.0,10.0,90
2000-02-16 21:00:00,-7.5,1,150,1027.2,97.0,10.0,87
